Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_5,Milling,2012-01-23 00:51:08.663543+00:00,2012-01-23 14:44:38.663543+00:00,ID4326
case_5,Final Inspection Q.C.,2012-01-23 21:10:56.310602+00:00,2012-01-23 23:37:19.289325+00:00,ID4163
case_5,Final Inspection Q.C.,2012-01-24 15:55:02.545139+00:00,2012-01-24 18:21:25.523862+00:00,ID4287
case_5,Laser Marking,2012-01-24 23:30:25.523862+00:00,2012-01-25 00:22:12.892283+00:00,ID4355
case_5,Final Inspection Q.C.,2012-01-25 17:10:30.539342+00:00,2012-01-25 19:36:53.518065+00:00,ID4163
case_5,Final Inspection Q.C.,2012-01-25 23:19:53.518065+00:00,2012-01-26 13:46:16.496788+00:00,ID4618
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Final Inspection Q.C.,2012-01-15 19:54:17.154645+00:00,2012-01-15 22:17:06.245554+00:00,ID4287
case_6,Packing,2012-01-15 22:17:06.245554+00:00,2012-01-16 08:00:06.245554+00:00,ID4491
case_6,Final Inspection Q.C.,2012-01-16 15:53:44.543426+00:00,2012-01-16 17:16:33.634335+00:00,ID4287
case_6,End,2012-01-16 17:16:33.634335+00:00,2012-01-16 17:16:33.634335+00:00,End
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
case_7,Round Grinding,2012-01-16 13:50:15.378512+00:00,2012-01-16 16:59:00.197789+00:00,ID4528
case_7,Round Grinding,2012-01-16 17:30:00.197789+00:00,2012-01-16 18:38:45.017066+00:00,ID4355
case_7,Turning & Milling Q.C.,2012-01-17 20:44:53.017066+00:00,2012-01-17 22:48:42.384155+00:00,ID4618
case_7,Packing,2012-01-18 07:27:17.939711+00:00,2012-01-18 08:27:17.939711+00:00,ID4820
case_7,End,2012-01-18 08:27:17.939711+00:00,2012-01-18 08:27:17.939711+00:00,End
case_7,Final Inspection Q.C.,2012-01-18 19:10:27.413395+00:00,2012-01-19 14:28:49.052739+00:00,ID4163
case_7,Final Inspection Q.C.,2012-01-19 19:38:58.526423+00:00,2012-01-20 16:57:20.165767+00:00,ID4163
case_7,Final Inspection Q.C.,2012-01-20 19:51:27.512706+00:00,2012-01-22 14:09:49.152050+00:00,ID4287
case_8,Start,2012-01-16 07:00:53.856773+00:00,2012-01-16 07:00:53.856773+00:00,Start
case_8,Milling,2012-01-16 14:51:47.190106+00:00,2012-01-16 23:45:17.190106+00:00,ID4326
case_8,Round Grinding,2012-01-17 02:34:53.711845+00:00,2012-01-17 03:43:24.723081+00:00,ID4528
case_8,Round Grinding,2012-01-17 05:33:01.244820+00:00,2012-01-17 06:41:32.256056+00:00,ID4528
case_8,Round Grinding,2012-01-17 23:09:24.756056+00:00,2012-01-18 00:17:55.767292+00:00,ID4355
case_8,Round Grinding,2012-01-18 00:45:48.267292+00:00,2012-01-18 03:54:19.278528+00:00,ID4355
case_8,Turning & Milling Q.C.,2012-01-18 15:52:28.878528+00:00,2012-01-18 17:02:10.257838+00:00,ID4287
case_8,Round Grinding,2012-01-18 22:28:02.757838+00:00,2012-01-19 02:36:33.769074+00:00,ID4355
case_8,Packing,2012-01-19 07:27:09.324630+00:00,2012-01-19 08:27:09.324630+00:00,ID4820
case_8,Round Grinding,2012-01-19 19:49:45.846369+00:00,2012-01-19 20:58:16.857605+00:00,ID4528
case_8,Round Grinding,2012-01-19 23:47:53.379344+00:00,2012-01-20 00:56:24.390580+00:00,ID4528
case_8,End,2012-01-20 00:56:24.390580+00:00,2012-01-20 00:56:24.390580+00:00,End
case_8,Final Inspection Q.C.,2012-01-20 17:10:33.864264+00:00,2012-01-23 07:25:42.171956+00:00,ID4163
case_9,Start,2012-01-16 08:14:18.204599+00:00,2012-01-16 08:14:18.204599+00:00,Start
case_9,Turning & Milling,2012-01-16 08:18:57.028128+00:00,2012-01-16 09:36:40.062611+00:00,ID4794
case_9,Turning & Milling,2012-01-16 14:03:04.062611+00:00,2012-01-16 16:20:47.097094+00:00,ID3846
case_9,Turning & Milling Q.C.,2012-01-17 07:43:24.597094+00:00,2012-01-17 08:53:05.976404+00:00,ID4493
case_9,Turning & Milling,2012-01-17 21:16:24.437942+00:00,2012-01-17 22:34:07.472425+00:00,ID4932
case_9,Turning & Milling Q.C.,2012-01-18 17:10:12.689816+00:00,2012-01-18 18:19:54.069126+00:00,ID4618
case_9,Turning & Milling Q.C.,2012-01-18 20:12:03.669126+00:00,2012-01-18 21:21:45.048436+00:00,ID4287
case_9,Laser Marking,2012-01-18 22:54:52.548436+00:00,2012-01-19 07:46:52.548436+00:00,ID4882
case_9,Flat Grinding,2012-01-19 18:28:20.089420+00:00,2012-01-19 19:39:56.089420+00:00,ID0998
case_9,End,2012-01-19 19:39:56.089420+00:00,2012-01-19 19:39:56.089420+00:00,End
case_9,Packing,2012-01-19 19:39:56.089420+00:00,2012-01-20 08:00:56.089420+00:00,ID4491
case_10,Start,2012-01-16 09:27:27.633170+00:00,2012-01-16 09:27:27.633170+00:00,Start
case_10,Turning & Milling,2012-01-17 14:06:41.479324+00:00,2012-01-17 15:24:04.432344+00:00,ID4167
case_10,Turning & Milling,2012-01-17 22:02:28.432344+00:00,2012-01-18 03:19:51.385364+00:00,ID3846
case_10,Turning & Milling,2012-01-18 06:03:51.385364+00:00,2012-01-25 01:21:14.338384+00:00,ID4718
case_10,Round Grinding,2012-01-25 13:46:34.338384+00:00,2012-01-25 18:54:57.164471+00:00,ID4385
case_10,Flat Grinding,2012-01-26 00:22:24.705455+00:00,2012-01-26 15:34:00.705455+00:00,ID0998
case_10,Round Grinding,2012-01-26 20:46:05.505455+00:00,2012-01-26 22:54:28.331542+00:00,ID4528
case_10,Round Grinding,2012-01-29 20:40:48.331542+00:00,2012-01-29 22:49:11.157629+00:00,ID4385
case_10,Round Grinding,2012-01-29 23:35:31.157629+00:00,2012-01-30 06:43:53.983716+00:00,ID4385
case_10,Round Grinding,2012-01-31 15:20:46.924892+00:00,2012-01-31 18:29:09.750979+00:00,ID4872
case_10,Packing,2012-02-01 07:43:43.500979+00:00,2012-02-01 08:43:43.500979+00:00,ID4820
case_10,End,2012-02-01 08:43:43.500979+00:00,2012-02-01 08:43:43.500979+00:00,End
case_10,Final Inspection Q.C.,2012-02-01 15:52:53.100979+00:00,2012-02-01 17:08:01.408671+00:00,ID4287
case_11,Start,2012-01-16 14:41:48.759931+00:00,2012-01-16 14:41:48.759931+00:00,Start
case_11,Laser Marking,2012-01-16 19:14:56.259931+00:00,2012-01-16 20:06:56.259931+00:00,ID4882
case_11,Flat Grinding,2012-01-16 23:40:03.759931+00:00,2012-01-17 07:51:39.759931+00:00,ID4882
case_11,Lapping,2012-01-17 17:28:07.300915+00:00,2012-01-17 18:41:18.790277+00:00,ID0998
case_11,Flat Grinding,2012-01-17 22:08:46.331261+00:00,2012-01-18 00:20:22.331261+00:00,ID0998
case_11,Flat Grinding,2012-01-18 07:53:29.831261+00:00,2012-01-18 15:05:05.831261+00:00,ID4882
case_11,Turning & Milling Q.C.,2012-01-18 15:17:47.369723+00:00,2012-01-18 22:27:28.749033+00:00,ID4529
case_11,Lapping,2012-01-19 15:54:56.290017+00:00,2012-01-19 18:08:07.779379+00:00,ID0998
case_11,Round Grinding,2012-01-19 21:00:17.379379+00:00,2012-01-19 22:08:57.379379+00:00,ID4287
case_11,Round Grinding,2012-01-19 22:55:17.379379+00:00,2012-01-22 22:03:57.379379+00:00,ID4385
case_11,Turning & Milling Q.C.,2012-01-23 14:13:38.917841+00:00,2012-01-23 21:23:20.297151+00:00,ID4529
case_11,Round Grinding,2012-01-24 06:12:33.154294+00:00,2012-01-24 12:21:13.154294+00:00,ID4445
case_11,Round Grinding,2012-01-24 15:46:20.213118+00:00,2012-01-24 16:55:00.213118+00:00,ID4528
case_11,Round Grinding,2012-01-24 20:14:38.107855+00:00,2012-01-24 23:23:18.107855+00:00,ID4872
case_11,Final Inspection Q.C.,2012-01-25 01:33:27.581539+00:00,2012-01-25 17:48:35.889231+00:00,ID4163
case_11,Final Inspection Q.C.,2012-01-25 19:40:45.489231+00:00,2012-01-25 20:55:53.796923+00:00,ID4287
case_11,Final Inspection Q.C.,2012-01-26 19:31:59.014314+00:00,2012-01-26 20:47:07.322006+00:00,ID4618
case_11,Final Inspection Q.C.,2012-01-27 17:10:16.795690+00:00,2012-01-30 07:25:25.103382+00:00,ID4163
case_11,Packing,2012-01-30 08:08:58.853382+00:00,2012-01-31 07:08:58.853382+00:00,ID4820
case_11,Final Inspection Q.C.,2012-01-31 22:45:04.070773+00:00,2012-02-01 07:00:12.378465+00:00,ID4618
case_11,End,2012-02-01 07:00:12.378465+00:00,2012-02-01 07:00:12.378465+00:00,End
case_12,Start,2012-01-16 16:54:43.828424+00:00,2012-01-16 16:54:43.828424+00:00,Start
case_12,Milling,2012-01-16 23:51:37.161757+00:00,2012-01-17 14:45:07.161757+00:00,ID4326
case_12,Final Inspection Q.C.,2012-01-17 17:27:44.661757+00:00,2012-01-17 21:42:52.969449+00:00,ID4493
case_12,Lapping,2012-01-18 23:11:46.969449+00:00,2012-01-19 00:24:48.193939+00:00,ID4872
case_12,Round Grinding,2012-01-19 15:43:25.693939+00:00,2012-01-19 16:52:21.318939+00:00,ID4493
case_12,Lapping,2012-01-19 19:55:03.780477+00:00,2012-01-19 22:08:05.004967+00:00,ID0998
case_12,Packing,2012-01-20 07:43:38.754967+00:00,2012-01-20 08:43:38.754967+00:00,ID4820
case_12,End,2012-01-20 08:43:38.754967+00:00,2012-01-20 08:43:38.754967+00:00,End
case_13,Start,2012-01-16 18:11:40.585181+00:00,2012-01-16 18:11:40.585181+00:00,Start
case_13,Round Grinding,2012-01-17 00:01:57.251848+00:00,2012-01-17 02:11:41.957730+00:00,ID4528
case_13,Turning & Milling Q.C.,2012-01-17 14:06:55.803884+00:00,2012-01-17 15:13:51.561460+00:00,ID4167
case_13,Round Grinding,2012-01-17 22:15:08.228127+00:00,2012-01-17 23:24:52.934009+00:00,ID4528
case_13,Flat Grinding,2012-01-18 15:50:22.486248+00:00,2012-01-18 17:12:04.225378+00:00,ID0998
case_13,Round Grinding,2012-01-19 00:53:53.790595+00:00,2012-01-19 05:03:38.496477+00:00,ID4872
case_13,Round Grinding,2012-01-19 13:12:51.353620+00:00,2012-01-20 03:22:36.059502+00:00,ID4445
case_13,Round Grinding,2012-01-22 15:54:25.624719+00:00,2012-01-22 23:04:10.330601+00:00,ID4872
case_13,Packing,2012-01-22 23:04:10.330601+00:00,2012-01-23 08:00:10.330601+00:00,ID4491
case_13,End,2012-01-23 08:00:10.330601+00:00,2012-01-23 08:00:10.330601+00:00,End
case_13,Final Inspection Q.C.,2012-01-23 15:35:13.381448+00:00,2012-01-23 16:50:21.689140+00:00,ID4287
case_13,Final Inspection Q.C.,2012-01-24 07:42:59.189140+00:00,2012-01-24 08:58:07.496832+00:00,ID4493
case_13,Final Inspection Q.C.,2012-01-25 07:34:12.714223+00:00,2012-01-25 08:49:21.021915+00:00,ID4618
case_14,Start,2012-01-16 20:49:00.585181+00:00,2012-01-16 20:49:00.585181+00:00,Start
case_14,Turning & Milling,2012-01-17 01:05:28.013752+00:00,2012-01-17 15:22:53.241025+00:00,ID0997
case_14,Turning & Milling,2012-01-17 21:16:06.098168+00:00,2012-01-17 22:33:31.325441+00:00,ID4932
case_14,Final Inspection Q.C.,2012-01-18 01:45:31.325441+00:00,2012-01-18 19:01:24.161262+00:00,ID4163
case_14,Turning & Milling,2012-01-19 01:06:38.007416+00:00,2012-01-19 07:24:03.234689+00:00,ID4167
case_14,Turning & Milling Q.C.,2012-01-19 22:36:08.452080+00:00,2012-01-20 13:43:04.209656+00:00,ID4618
case_14,Laser Marking,2012-01-22 20:49:33.761895+00:00,2012-01-22 21:40:39.761895+00:00,ID0998
case_14,Flat Grinding,2012-01-23 01:30:09.314134+00:00,2012-01-23 15:51:51.053264+00:00,ID0998
case_14,Flat Grinding,2012-01-23 18:41:20.605503+00:00,2012-01-23 20:03:02.344633+00:00,ID0998
case_14,Flat Grinding,2012-01-23 23:36:09.844633+00:00,2012-01-24 07:57:51.583763+00:00,ID4882
case_14,Flat Grinding,2012-01-24 23:09:10.045301+00:00,2012-01-25 06:30:51.784431+00:00,ID4872
case_14,Flat Grinding,2012-01-25 06:30:51.784431+00:00,2012-01-27 18:22:33.523561+00:00,ID3716
case_14,Packing,2012-01-29 07:49:10.820858+00:00,2012-01-29 08:49:10.820858+00:00,ID4820
case_14,End,2012-01-29 08:49:10.820858+00:00,2012-01-29 08:49:10.820858+00:00,End
case_15,Start,2012-01-17 02:22:19.046719+00:00,2012-01-17 02:22:19.046719+00:00,Start
case_15,Final Inspection Q.C.,2012-01-17 15:33:47.046719+00:00,2012-01-17 17:53:57.187564+00:00,ID4287
case_15,Final Inspection Q.C.,2012-01-17 19:27:25.187564+00:00,2012-01-17 20:47:35.328409+00:00,ID4287
case_15,Packing,2012-01-17 20:47:35.328409+00:00,2012-01-20 08:00:35.328409+00:00,ID4491
case_15,End,2012-01-20 08:00:35.328409+00:00,2012-01-20 08:00:35.328409+00:00,End
case_16,Start,2012-01-17 07:58:53.332433+00:00,2012-01-17 07:58:53.332433+00:00,Start
case_16,Turning & Milling,2012-01-17 08:02:14.932433+00:00,2012-01-17 13:19:31.653744+00:00,ID4794
case_16,Turning & Milling,2012-01-17 13:53:44.153744+00:00,2012-01-17 18:11:00.875055+00:00,ID4641
case_16,Turning & Milling,2012-01-17 18:13:46.757408+00:00,2012-01-17 22:31:03.478719+00:00,ID3846
case_16,Final Inspection Q.C.,2012-01-18 15:04:31.478719+00:00,2012-01-18 16:24:41.619564+00:00,ID4287
case_16,Final Inspection Q.C.,2012-01-20 15:37:07.869564+00:00,2012-01-20 16:57:18.010409+00:00,ID4618
case_16,Flat Grinding,2012-01-23 20:47:48.010409+00:00,2012-01-23 22:09:29.749539+00:00,ID0998
case_16,Flat Grinding,2012-01-24 18:50:41.749539+00:00,2012-01-24 20:12:23.488669+00:00,ID4872
case_16,End,2012-01-24 20:12:23.488669+00:00,2012-01-24 20:12:23.488669+00:00,End
case_16,Flat Grinding,2012-01-26 15:59:53.488669+00:00,2012-01-26 18:21:35.227799+00:00,ID0998
case_16,Packing,2012-01-27 07:49:12.525096+00:00,2012-01-27 08:49:12.525096+00:00,ID4820
case_17,Start,2012-01-17 18:26:49.332433+00:00,2012-01-17 18:26:49.332433+00:00,Start
case_17,Turning & Milling Q.C.,2012-01-17 20:00:17.332433+00:00,2012-01-17 22:07:48.734302+00:00,ID4287
case_17,Turning & Milling,2012-01-17 23:58:56.234302+00:00,2012-01-18 07:16:26.886476+00:00,ID4445
case_17,Turning & Milling,2012-01-22 16:24:46.886476+00:00,2012-01-22 17:42:17.538650+00:00,ID4429
case_17,Turning & Milling,2012-01-22 20:03:28.126885+00:00,2012-01-23 14:20:58.779059+00:00,ID4529
case_17,Laser Marking,2012-01-24 06:59:06.279059+00:00,2012-01-24 12:49:16.522961+00:00,ID4445
case_17,Flat Grinding,2012-01-24 12:49:16.522961+00:00,2012-01-27 18:21:58.262091+00:00,ID3716
case_17,Lapping,2012-01-30 20:48:28.262091+00:00,2012-01-30 22:00:51.791503+00:00,ID0998
case_17,Round Grinding,2012-01-30 22:26:01.265187+00:00,2012-01-30 23:35:37.265187+00:00,ID4355
case_17,Lapping,2012-01-31 02:34:54.719732+00:00,2012-01-31 03:47:18.249144+00:00,ID4528
case_17,Final Inspection Q.C.,2012-01-31 08:48:49.449144+00:00,2012-01-31 15:08:59.589989+00:00,ID4493
case_17,Final Inspection Q.C.,2012-01-31 17:57:30.789989+00:00,2012-01-31 21:17:40.930834+00:00,ID4493
case_17,Packing,2012-01-31 21:17:40.930834+00:00,2012-02-03 08:00:40.930834+00:00,ID4491
case_17,End,2012-02-03 08:00:40.930834+00:00,2012-02-03 08:00:40.930834+00:00,End
case_18,Start,2012-01-17 22:51:08.082433+00:00,2012-01-17 22:51:08.082433+00:00,Start
case_18,Turning & Milling Q.C.,2012-01-19 15:26:11.611845+00:00,2012-01-19 16:33:43.013714+00:00,ID4618
case_18,Laser Marking,2012-01-23 01:48:13.013714+00:00,2012-01-23 15:38:23.257616+00:00,ID0998
case_18,Final Inspection Q.C.,2012-01-24 23:13:26.787028+00:00,2012-01-25 01:33:36.927873+00:00,ID4618
case_18,Lapping,2012-01-25 08:33:44.427873+00:00,2012-01-25 15:46:07.957285+00:00,ID4882
case_18,Final Inspection Q.C.,2012-01-25 17:19:35.957285+00:00,2012-01-25 18:39:46.098130+00:00,ID4287
case_18,Lapping,2012-01-25 21:12:53.598130+00:00,2012-01-25 22:25:17.127542+00:00,ID4882
case_18,Packing,2012-01-26 07:48:54.424839+00:00,2012-01-26 08:48:54.424839+00:00,ID4820
case_18,End,2012-01-26 08:48:54.424839+00:00,2012-01-26 08:48:54.424839+00:00,End
case_19,Start,2012-01-18 07:09:32.788315+00:00,2012-01-18 07:09:32.788315+00:00,Start
case_19,Packing,2012-01-18 08:00:28.398071+00:00,2012-01-18 09:00:28.398071+00:00,ID4820
case_19,End,2012-01-18 09:00:28.398071+00:00,2012-01-18 09:00:28.398071+00:00,End
case_19,Final Inspection Q.C.,2012-01-19 19:02:22.082282+00:00,2012-01-19 20:22:02.622823+00:00,ID4618
case_19,Final Inspection Q.C.,2012-01-23 07:09:46.071099+00:00,2012-01-23 08:29:26.611640+00:00,ID4163
case_19,Final Inspection Q.C.,2012-01-23 15:39:10.059916+00:00,2012-01-23 16:58:50.600457+00:00,ID4163
case_20,Start,2012-01-18 15:28:32.788315+00:00,2012-01-18 15:28:32.788315+00:00,Start
case_20,Final Inspection Q.C.,2012-01-18 19:15:55.546936+00:00,2012-01-18 23:36:32.583973+00:00,ID4493
case_20,Turning & Milling,2012-01-19 14:20:56.583973+00:00,2012-01-19 17:36:54.242510+00:00,ID4219
case_20,Packing,2012-01-19 17:36:54.242510+00:00,2012-01-20 08:00:54.242510+00:00,ID4491
case_20,End,2012-01-20 08:00:54.242510+00:00,2012-01-20 08:00:54.242510+00:00,End
case_20,Turning & Milling,2012-01-20 13:06:49.242510+00:00,2012-01-20 19:22:46.901047+00:00,ID3846
case_20,Turning & Milling,2012-01-21 20:04:01.901047+00:00,2012-01-22 00:19:59.559584+00:00,ID4794
case_20,Final Inspection Q.C.,2012-01-23 16:04:15.559584+00:00,2012-01-23 20:24:52.596621+00:00,ID4163
case_20,Laser Marking,2012-01-24 23:17:57.212006+00:00,2012-01-25 03:09:57.212006+00:00,ID4445
case_20,Flat Grinding,2012-01-25 03:09:57.212006+00:00,2012-01-27 18:22:38.951136+00:00,ID3716
case_20,Flat Grinding,2012-01-30 20:48:08.951136+00:00,2012-01-30 22:09:50.690266+00:00,ID0998
case_20,Flat Grinding,2012-02-01 01:57:20.690266+00:00,2012-02-01 16:19:02.429396+00:00,ID0998
case_21,Start,2012-01-18 17:54:11.788315+00:00,2012-01-18 17:54:11.788315+00:00,Start
case_21,Milling,2012-01-18 21:42:44.515588+00:00,2012-01-19 01:44:29.515588+00:00,ID4326
case_21,Milling,2012-01-19 14:27:02.242861+00:00,2012-01-19 22:28:47.242861+00:00,ID4326
case_21,Final Inspection Q.C.,2012-01-22 17:48:10.001482+00:00,2012-01-22 19:10:50.977092+00:00,ID4493
case_21,Milling,2012-01-22 19:10:50.977092+00:00,2012-01-23 08:02:35.977092+00:00,ID0937
case_21,Final Inspection Q.C.,2012-01-23 20:05:51.977092+00:00,2012-01-23 21:28:32.952702+00:00,ID4163
case_21,Milling,2012-01-23 23:43:05.679975+00:00,2012-01-24 14:44:50.679975+00:00,ID4326
case_21,Final Inspection Q.C.,2012-01-24 17:11:13.068035+00:00,2012-01-24 18:33:54.043645+00:00,ID4287
case_21,Milling,2012-01-24 23:43:26.770918+00:00,2012-01-25 14:45:11.770918+00:00,ID4326
case_21,Final Inspection Q.C.,2012-01-25 19:48:27.770918+00:00,2012-01-25 23:11:08.746528+00:00,ID4163
case_21,Final Inspection Q.C.,2012-01-27 17:54:45.669605+00:00,2012-01-27 19:17:26.645215+00:00,ID4618
case_21,Final Inspection Q.C.,2012-01-29 17:47:49.403836+00:00,2012-01-29 19:10:30.379446+00:00,ID4493
case_21,Final Inspection Q.C.,2012-01-30 16:03:46.379446+00:00,2012-01-30 20:26:27.355056+00:00,ID4163
case_21,Packing,2012-01-31 07:51:22.964812+00:00,2012-01-31 08:51:22.964812+00:00,ID4820
case_21,End,2012-01-31 08:51:22.964812+00:00,2012-01-31 08:51:22.964812+00:00,End
case_21,Laser Marking,2012-02-01 17:47:52.964812+00:00,2012-02-01 18:39:52.964812+00:00,ID0998
case_22,Start,2012-01-19 07:17:48.310054+00:00,2012-01-19 07:17:48.310054+00:00,Start
case_22,Final Inspection Q.C.,2012-01-19 15:27:10.698114+00:00,2012-01-19 16:49:51.673724+00:00,ID4287
case_22,Packing,2012-01-19 16:49:51.673724+00:00,2012-01-20 08:00:51.673724+00:00,ID4491
case_22,End,2012-01-20 08:00:51.673724+00:00,2012-01-20 08:00:51.673724+00:00,End
case_23,Start,2012-01-19 15:39:00.810054+00:00,2012-01-19 15:39:00.810054+00:00,Start
case_23,Turning,2012-01-19 17:43:10.355509+00:00,2012-01-19 18:50:23.688842+00:00,ID0997
case_23,Turning,2012-01-20 00:44:47.688842+00:00,2012-01-20 13:52:01.022175+00:00,ID4219
case_23,Turning,2012-01-20 15:04:10.567630+00:00,2012-01-20 18:11:23.900963+00:00,ID0997
case_23,Packing,2012-01-22 07:22:38.900963+00:00,2012-01-22 08:22:38.900963+00:00,ID4491
case_23,Turning Q.C.,2012-01-22 18:19:46.900963+00:00,2012-01-22 19:29:22.900963+00:00,ID4493
case_23,Laser Marking,2012-01-22 22:53:22.900963+00:00,2012-01-23 00:43:58.645644+00:00,ID4882
case_23,Final Inspection Q.C.,2012-01-24 08:58:06.645644+00:00,2012-01-24 15:24:34.036948+00:00,ID4493
case_23,End,2012-01-24 15:24:34.036948+00:00,2012-01-24 15:24:34.036948+00:00,End
case_24,Start,2012-01-20 14:12:34.410054+00:00,2012-01-20 14:12:34.410054+00:00,Start
case_24,Laser Marking,2012-01-23 18:09:54.410054+00:00,2012-01-23 18:59:44.614136+00:00,ID0998
case_24,Turning & Milling Q.C.,2012-01-24 17:49:26.614136+00:00,2012-01-24 18:59:07.566517+00:00,ID4618
case_24,Flat Grinding,2012-01-26 00:08:27.566517+00:00,2012-01-26 15:30:09.305647+00:00,ID0998
case_24,Flat Grinding,2012-01-29 21:39:29.305647+00:00,2012-01-30 00:01:11.044777+00:00,ID0998
case_24,Flat Grinding,2012-01-31 15:10:31.044777+00:00,2012-01-31 16:32:12.783907+00:00,ID0998
case_24,Packing,2012-02-01 02:19:06.117240+00:00,2012-02-01 03:19:06.117240+00:00,ID4291
