Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
173736,W_Completeren aanvraag,11203.0,2011-10-01 16:49:16.131000+00:00,2011-10-01 16:55:45.029000+00:00
173760,W_Completeren aanvraag,11019.0,2011-10-01 16:49:25.830000+00:00,2011-10-01 17:01:45.570000+00:00
173745,W_Completeren aanvraag,NOT SET,2011-10-01 16:49:47.071000+00:00,2011-10-01 16:58:47.041000+00:00
173736,W_Completeren aanvraag,11203.0,2011-10-01 16:56:00.621000+00:00,2011-10-01 17:05:28.909000+00:00
173748,W_Completeren aanvraag,10939.0,2011-10-01 16:56:55.771000+00:00,2011-10-01 16:57:08.108000+00:00
173748,W_Completeren aanvraag,10939.0,2011-10-01 16:57:12.437000+00:00,2011-10-01 16:57:18.128000+00:00
173748,W_Completeren aanvraag,NOT SET,2011-10-01 17:00:06.614000+00:00,2011-10-01 17:00:29.127000+00:00
173739,W_Nabellen offertes,11000.0,2011-10-01 17:00:15.843000+00:00,2011-10-01 17:00:21.937000+00:00
173748,W_Completeren aanvraag,11019.0,2011-10-01 17:01:55.949000+00:00,2011-10-01 17:09:35.915000+00:00
173766,W_Completeren aanvraag,11019.0,2011-10-01 17:21:09.556000+00:00,2011-10-01 17:45:56.460000+00:00
173748,W_Completeren aanvraag,11119.0,2011-10-01 17:27:43.446000+00:00,2011-10-01 17:37:33.942000+00:00
173748,W_Nabellen offertes,11119.0,2011-10-01 17:37:45.563000+00:00,2011-10-01 17:39:20.513000+00:00
173751,W_Completeren aanvraag,NOT SET,2011-10-01 17:39:01.386000+00:00,2011-10-01 17:50:03.374000+00:00
173748,W_Nabellen offertes,11119.0,2011-10-01 17:41:24.002000+00:00,2011-10-01 17:42:18.798000+00:00
173748,W_Nabellen offertes,11119.0,2011-10-01 17:42:41.603000+00:00,2011-10-01 17:48:25.529000+00:00
173766,W_Completeren aanvraag,11203.0,2011-10-01 17:46:57.433000+00:00,2011-10-01 17:48:23.746000+00:00
173826,W_Afhandelen leads,NOT SET,2011-10-03 10:11:06.225000+00:00,2011-10-03 10:34:55.786000+00:00
173829,W_Afhandelen leads,NOT SET,2011-10-03 10:17:30.044000+00:00,2011-10-03 10:34:55.790000+00:00
173949,W_Afhandelen leads,10889.0,2011-10-03 10:19:01.744000+00:00,2011-10-03 10:21:51.190000+00:00
173790,W_Completeren aanvraag,NOT SET,2011-10-03 10:20:16.873000+00:00,2011-10-03 10:26:12.758000+00:00
173787,W_Completeren aanvraag,NOT SET,2011-10-03 10:20:36.321000+00:00,2011-10-03 10:31:09.674000+00:00
173925,W_Afhandelen leads,10889.0,2011-10-03 10:24:16.662000+00:00,2011-10-03 10:28:17.820000+00:00
173859,W_Afhandelen leads,11001.0,2011-10-03 10:26:44.466000+00:00,2011-10-03 10:28:44.385000+00:00
173790,W_Nabellen offertes,NOT SET,2011-10-03 10:26:48.371000+00:00,2011-10-03 10:31:22.229000+00:00
173793,W_Completeren aanvraag,11180.0,2011-10-03 10:27:44.645000+00:00,2011-10-03 10:29:52.446000+00:00
173919,W_Afhandelen leads,10889.0,2011-10-03 10:29:21.523000+00:00,2011-10-03 10:30:25.912000+00:00
173796,W_Completeren aanvraag,11180.0,2011-10-03 10:29:59.323000+00:00,2011-10-03 10:32:18.835000+00:00
173790,W_Nabellen offertes,NOT SET,2011-10-03 10:32:10.699000+00:00,2011-10-03 10:32:18.224000+00:00
173799,W_Completeren aanvraag,11180.0,2011-10-03 10:32:25.253000+00:00,2011-10-03 10:35:35.736000+00:00
173787,W_Nabellen offertes,NOT SET,2011-10-03 10:32:33.098000+00:00,2011-10-03 10:36:45.550000+00:00
173898,W_Afhandelen leads,10889.0,2011-10-03 10:34:01.763000+00:00,2011-10-03 10:37:07.261000+00:00
173985,W_Afhandelen leads,NOT SET,2011-10-03 10:35:12.737000+00:00,2011-10-03 10:46:40.615000+00:00
173826,W_Afhandelen leads,11001.0,2011-10-03 10:36:55.935000+00:00,2011-10-03 10:42:11.555000+00:00
173829,W_Afhandelen leads,10889.0,2011-10-03 10:37:25.560000+00:00,2011-10-03 10:37:45.561000+00:00
173787,W_Nabellen offertes,NOT SET,2011-10-03 10:37:39.628000+00:00,2011-10-03 10:39:54.700000+00:00
173829,W_Completeren aanvraag,10889.0,2011-10-03 10:38:04.719000+00:00,2011-10-03 10:38:50.834000+00:00
173817,W_Completeren aanvraag,11180.0,2011-10-03 10:38:06.302000+00:00,2011-10-03 10:52:40.656000+00:00
173826,W_Afhandelen leads,11001.0,2011-10-03 10:42:17.379000+00:00,2011-10-03 10:44:49.501000+00:00
173823,W_Completeren aanvraag,NOT SET,2011-10-03 10:43:16.384000+00:00,2011-10-03 10:57:34.585000+00:00
173826,W_Completeren aanvraag,11001.0,2011-10-03 10:45:06.433000+00:00,2011-10-03 10:46:31.098000+00:00
173985,W_Completeren aanvraag,NOT SET,2011-10-03 10:46:52.193000+00:00,2011-10-03 10:54:39.886000+00:00
173817,W_Nabellen offertes,11180.0,2011-10-03 10:52:54.092000+00:00,2011-10-03 10:53:29.200000+00:00
173817,W_Nabellen offertes,11180.0,2011-10-03 10:53:41.840000+00:00,2011-10-03 10:54:32.455000+00:00
173988,W_Afhandelen leads,11001.0,2011-10-03 10:53:43.638000+00:00,2011-10-03 10:55:15.911000+00:00
173787,W_Nabellen offertes,NOT SET,2011-10-03 10:53:58.251000+00:00,2011-10-03 10:54:06.011000+00:00
173835,W_Completeren aanvraag,11180.0,2011-10-03 10:54:47.051000+00:00,2011-10-03 10:57:13.109000+00:00
173988,W_Completeren aanvraag,11001.0,2011-10-03 10:55:33.594000+00:00,2011-10-03 11:00:22.286000+00:00
173823,W_Nabellen offertes,NOT SET,2011-10-03 10:57:54.164000+00:00,2011-10-03 11:04:14.006000+00:00
173841,W_Completeren aanvraag,NOT SET,2011-10-03 11:05:02.370000+00:00,2011-10-03 11:25:27.946000+00:00
173844,W_Completeren aanvraag,11180.0,2011-10-03 11:09:35.321000+00:00,2011-10-03 11:11:17.113000+00:00
173835,W_Completeren aanvraag,NOT SET,2011-10-03 11:10:32.508000+00:00,2011-10-03 11:10:38.221000+00:00
173847,W_Completeren aanvraag,NOT SET,2011-10-03 11:10:53.113000+00:00,2011-10-03 11:22:08.189000+00:00
173868,W_Completeren aanvraag,11180.0,2011-10-03 11:11:25.191000+00:00,2011-10-03 11:17:33.982000+00:00
173868,W_Completeren aanvraag,11180.0,2011-10-03 11:17:46.920000+00:00,2011-10-03 11:21:43.989000+00:00
173835,W_Completeren aanvraag,11180.0,2011-10-03 11:22:16.580000+00:00,2011-10-03 11:36:01.783000+00:00
173871,W_Completeren aanvraag,NOT SET,2011-10-03 11:25:41.276000+00:00,2011-10-03 11:28:37.506000+00:00
173913,W_Completeren aanvraag,NOT SET,2011-10-03 11:27:15.602000+00:00,2011-10-03 11:43:52.429000+00:00
173940,W_Completeren aanvraag,NOT SET,2011-10-03 11:33:02.444000+00:00,2011-10-03 11:44:53.913000+00:00
173988,W_Completeren aanvraag,NOT SET,2011-10-03 11:33:07.635000+00:00,2011-10-03 11:33:59.063000+00:00
173835,W_Nabellen offertes,11180.0,2011-10-03 11:36:47.962000+00:00,2011-10-03 11:37:01.624000+00:00
173913,W_Nabellen offertes,NOT SET,2011-10-03 11:44:12.163000+00:00,2011-10-03 11:52:28.959000+00:00
173835,W_Nabellen offertes,11180.0,2011-10-03 11:54:49.605000+00:00,2011-10-03 11:55:32.873000+00:00
173979,W_Completeren aanvraag,NOT SET,2011-10-03 11:55:27.666000+00:00,2011-10-03 12:00:25.792000+00:00
173796,W_Completeren aanvraag,11001.0,2011-10-03 12:01:14.687000+00:00,2011-10-03 12:16:43.451000+00:00
174009,W_Completeren aanvraag,NOT SET,2011-10-03 12:01:41.780000+00:00,2011-10-03 12:02:32.003000+00:00
174009,W_Completeren aanvraag,NOT SET,2011-10-03 12:08:07.109000+00:00,2011-10-03 12:11:10.338000+00:00
173694,W_Completeren aanvraag,NOT SET,2011-10-03 12:12:02.445000+00:00,2011-10-03 12:21:22.417000+00:00
173712,W_Completeren aanvraag,11180.0,2011-10-03 12:16:05.035000+00:00,2011-10-03 12:17:29.105000+00:00
173979,W_Completeren aanvraag,10913.0,2011-10-03 12:26:53.362000+00:00,2011-10-03 12:35:29.636000+00:00
173724,W_Completeren aanvraag,NOT SET,2011-10-03 12:31:38.846000+00:00,2011-10-03 12:33:42.129000+00:00
173949,W_Completeren aanvraag,NOT SET,2011-10-03 12:36:06.801000+00:00,2011-10-03 13:06:55.639000+00:00
174009,W_Completeren aanvraag,11001.0,2011-10-03 13:04:09.145000+00:00,2011-10-03 13:08:02.848000+00:00
173925,W_Completeren aanvraag,NOT SET,2011-10-03 13:11:58.356000+00:00,2011-10-03 13:21:41.799000+00:00
174042,W_Completeren aanvraag,NOT SET,2011-10-03 13:12:27.222000+00:00,2011-10-03 13:27:17.967000+00:00
174024,W_Afhandelen leads,11001.0,2011-10-03 13:14:50.517000+00:00,2011-10-03 13:16:26.278000+00:00
174045,W_Completeren aanvraag,10809.0,2011-10-03 13:16:14.986000+00:00,2011-10-03 13:19:32.500000+00:00
174024,W_Completeren aanvraag,NOT SET,2011-10-03 13:19:08.436000+00:00,2011-10-03 13:19:19.210000+00:00
174045,W_Nabellen offertes,10809.0,2011-10-03 13:19:45.207000+00:00,2011-10-03 13:24:40.127000+00:00
173925,W_Completeren aanvraag,NOT SET,2011-10-03 13:21:52.565000+00:00,2011-10-03 13:23:42.976000+00:00
174045,W_Valideren aanvraag,10809.0,2011-10-03 13:24:51.699000+00:00,2011-10-03 13:25:01.087000+00:00
173859,W_Completeren aanvraag,NOT SET,2011-10-03 13:25:15.170000+00:00,2011-10-03 13:37:08.688000+00:00
173919,W_Completeren aanvraag,11180.0,2011-10-03 13:26:16.992000+00:00,2011-10-03 13:28:21.565000+00:00
174045,W_Valideren aanvraag,10809.0,2011-10-03 13:27:12.583000+00:00,2011-10-03 13:58:35.503000+00:00
174042,W_Nabellen offertes,NOT SET,2011-10-03 13:28:16.498000+00:00,2011-10-03 13:37:58.124000+00:00
173982,W_Completeren aanvraag,11180.0,2011-10-03 13:28:33.043000+00:00,2011-10-03 13:32:27.829000+00:00
173982,W_Completeren aanvraag,11180.0,2011-10-03 13:32:33.581000+00:00,2011-10-03 13:36:34.899000+00:00
173859,W_Nabellen offertes,NOT SET,2011-10-03 13:37:23.455000+00:00,2011-10-03 13:38:46.514000+00:00
173844,W_Completeren aanvraag,11201.0,2011-10-03 14:07:28.583000+00:00,2011-10-03 14:15:40.436000+00:00
173844,W_Completeren aanvraag,11201.0,2011-10-03 14:15:45.736000+00:00,2011-10-03 14:19:48.498000+00:00
173694,W_Completeren aanvraag,11201.0,2011-10-03 14:21:06.626000+00:00,2011-10-03 14:32:43.313000+00:00
174084,W_Completeren aanvraag,10809.0,2011-10-03 14:27:14.869000+00:00,2011-10-03 14:59:52.504000+00:00
173694,W_Completeren aanvraag,11201.0,2011-10-03 14:32:52.818000+00:00,2011-10-03 14:40:17.062000+00:00
173694,W_Nabellen offertes,11201.0,2011-10-03 14:40:42.469000+00:00,2011-10-03 14:44:21.261000+00:00
173766,W_Completeren aanvraag,11180.0,2011-10-03 14:46:24.397000+00:00,2011-10-03 14:48:25.069000+00:00
174087,W_Completeren aanvraag,10863.0,2011-10-03 14:48:22.993000+00:00,2011-10-03 14:53:32.595000+00:00
174087,W_Nabellen offertes,10863.0,2011-10-03 14:55:20.025000+00:00,2011-10-03 14:56:48.341000+00:00
173898,W_Completeren aanvraag,NOT SET,2011-10-03 14:56:51.033000+00:00,2011-10-03 14:58:22.015000+00:00
173826,W_Completeren aanvraag,NOT SET,2011-10-03 14:58:39.762000+00:00,2011-10-03 14:59:04.749000+00:00
174009,W_Completeren aanvraag,NOT SET,2011-10-03 14:59:16.363000+00:00,2011-10-03 16:15:36.015000+00:00
174084,W_Completeren aanvraag,10809.0,2011-10-03 15:00:00.377000+00:00,2011-10-03 15:30:11.922000+00:00
173997,W_Completeren aanvraag,11201.0,2011-10-03 15:03:37.791000+00:00,2011-10-03 15:07:57.442000+00:00
174012,W_Completeren aanvraag,11201.0,2011-10-03 15:08:12.679000+00:00,2011-10-03 15:11:53.822000+00:00
173826,W_Completeren aanvraag,11180.0,2011-10-03 15:10:46.696000+00:00,2011-10-03 15:11:03.981000+00:00
174018,W_Completeren aanvraag,11180.0,2011-10-03 15:11:08.499000+00:00,2011-10-03 15:25:05.825000+00:00
174012,W_Completeren aanvraag,NOT SET,2011-10-03 15:23:10.537000+00:00,2011-10-03 15:29:11.005000+00:00
174018,W_Nabellen offertes,11180.0,2011-10-03 15:25:18.373000+00:00,2011-10-03 15:28:40.101000+00:00
174105,W_Completeren aanvraag,10629.0,2011-10-03 15:26:53.765000+00:00,2011-10-03 15:38:17.392000+00:00
173826,W_Completeren aanvraag,10889.0,2011-10-03 15:27:09.329000+00:00,2011-10-03 15:39:28.389000+00:00
174012,W_Nabellen offertes,NOT SET,2011-10-03 15:29:23.942000+00:00,2011-10-03 15:31:12.193000+00:00
174018,W_Nabellen offertes,11180.0,2011-10-03 15:29:50.994000+00:00,2011-10-03 15:30:04.606000+00:00
174024,W_Completeren aanvraag,11180.0,2011-10-03 15:30:30.213000+00:00,2011-10-03 15:31:35.509000+00:00
174084,W_Completeren aanvraag,10809.0,2011-10-03 15:30:34.023000+00:00,2011-10-03 15:31:21.130000+00:00
174084,W_Nabellen offertes,10809.0,2011-10-03 15:31:44.538000+00:00,2011-10-03 15:34:08.467000+00:00
174012,W_Nabellen offertes,NOT SET,2011-10-03 15:31:56.890000+00:00,2011-10-03 15:34:33.795000+00:00
174084,W_Valideren aanvraag,10809.0,2011-10-03 15:34:24.488000+00:00,2011-10-03 15:34:41.150000+00:00
174084,W_Nabellen incomplete dossiers,10809.0,2011-10-03 15:34:58.546000+00:00,2011-10-03 15:36:30.420000+00:00
173793,W_Completeren aanvraag,NOT SET,2011-10-03 15:37:27.455000+00:00,2011-10-03 15:53:22.061000+00:00
173871,W_Completeren aanvraag,11201.0,2011-10-03 15:38:26.191000+00:00,2011-10-03 15:41:00.026000+00:00
174105,W_Nabellen offertes,10629.0,2011-10-03 15:39:03.399000+00:00,2011-10-03 15:39:20.097000+00:00
173712,W_Completeren aanvraag,11180.0,2011-10-03 15:39:34.962000+00:00,2011-10-03 15:42:55.584000+00:00
174105,W_Valideren aanvraag,10629.0,2011-10-03 15:39:51.951000+00:00,2011-10-03 15:46:56.208000+00:00
174024,W_Completeren aanvraag,11201.0,2011-10-03 15:41:12.717000+00:00,2011-10-03 15:46:01.705000+00:00
174078,W_Completeren aanvraag,11180.0,2011-10-03 15:46:26.137000+00:00,2011-10-03 16:14:50.319000+00:00
173793,W_Nabellen offertes,NOT SET,2011-10-03 15:53:52.649000+00:00,2011-10-03 15:58:24.450000+00:00
174084,W_Nabellen incomplete dossiers,10809.0,2011-10-03 16:02:45.927000+00:00,2011-10-03 16:07:54.139000+00:00
174045,W_Nabellen incomplete dossiers,10863.0,2011-10-03 16:03:20.110000+00:00,2011-10-03 16:07:37.975000+00:00
173871,W_Completeren aanvraag,10889.0,2011-10-03 16:04:31.805000+00:00,2011-10-03 16:15:36.450000+00:00
174111,W_Afhandelen leads,11001.0,2011-10-03 16:10:20.009000+00:00,2011-10-03 16:11:51.313000+00:00
173871,W_Completeren aanvraag,10889.0,2011-10-03 16:16:20.579000+00:00,2011-10-03 16:18:02.595000+00:00
174009,W_Completeren aanvraag,11201.0,2011-10-03 16:21:07.007000+00:00,2011-10-03 16:31:56.996000+00:00
173724,W_Completeren aanvraag,11201.0,2011-10-03 16:37:41.290000+00:00,2011-10-03 16:48:20.505000+00:00
174078,W_Completeren aanvraag,NOT SET,2011-10-03 16:40:03.143000+00:00,2011-10-03 16:41:02.480000+00:00
174120,W_Afhandelen leads,11001.0,2011-10-03 16:42:38.238000+00:00,2011-10-03 16:46:16.315000+00:00
174096,W_Completeren aanvraag,NOT SET,2011-10-03 16:44:39.271000+00:00,2011-10-03 16:46:51.817000+00:00
174099,W_Completeren aanvraag,NOT SET,2011-10-03 16:47:40.751000+00:00,2011-10-03 16:50:01.559000+00:00
174084,W_Nabellen incomplete dossiers,10863.0,2011-10-03 16:47:54.843000+00:00,2011-10-03 16:59:56.712000+00:00
174120,W_Afhandelen leads,11001.0,2011-10-03 16:53:59.138000+00:00,2011-10-03 16:55:48.138000+00:00
174078,W_Completeren aanvraag,11180.0,2011-10-03 16:59:26.461000+00:00,2011-10-03 17:10:39.639000+00:00
174120,W_Completeren aanvraag,11201.0,2011-10-03 16:59:58.115000+00:00,2011-10-03 17:00:03.623000+00:00
173898,W_Completeren aanvraag,11201.0,2011-10-03 17:00:42.930000+00:00,2011-10-03 17:45:50.298000+00:00
173919,W_Completeren aanvraag,11201.0,2011-10-03 17:07:00.651000+00:00,2011-10-03 17:08:25.794000+00:00
174078,W_Nabellen offertes,11180.0,2011-10-03 17:10:57.506000+00:00,2011-10-03 17:13:02.346000+00:00
174111,W_Completeren aanvraag,11201.0,2011-10-03 17:14:22.938000+00:00,2011-10-03 17:21:40.139000+00:00
173919,W_Completeren aanvraag,NOT SET,2011-10-03 17:16:00.096000+00:00,2011-10-03 17:16:07.842000+00:00
174096,W_Completeren aanvraag,NOT SET,2011-10-03 17:17:39.317000+00:00,2011-10-03 17:23:16.914000+00:00
174120,W_Completeren aanvraag,NOT SET,2011-10-03 17:18:28.029000+00:00,2011-10-03 17:20:43.413000+00:00
174120,W_Completeren aanvraag,11201.0,2011-10-03 17:21:55.305000+00:00,2011-10-03 17:22:10.419000+00:00
174096,W_Nabellen offertes,NOT SET,2011-10-03 17:23:32.137000+00:00,2011-10-03 17:28:05.440000+00:00
174120,W_Completeren aanvraag,11180.0,2011-10-03 17:26:36.763000+00:00,2011-10-03 17:26:49.034000+00:00
174120,W_Completeren aanvraag,NOT SET,2011-10-03 17:28:35.646000+00:00,2011-10-03 17:30:24.101000+00:00
174111,W_Completeren aanvraag,NOT SET,2011-10-03 17:34:23.063000+00:00,2011-10-03 17:39:40.746000+00:00
173748,W_Nabellen offertes,11001.0,2011-10-03 17:35:29.831000+00:00,2011-10-03 17:44:24.049000+00:00
173898,W_Completeren aanvraag,10889.0,2011-10-03 17:45:52.673000+00:00,2011-10-03 17:51:51.267000+00:00
174138,W_Afhandelen leads,11001.0,2011-10-03 17:46:17.059000+00:00,2011-10-03 17:47:54.433000+00:00
174120,W_Completeren aanvraag,NOT SET,2011-10-03 17:48:13.008000+00:00,2011-10-03 18:02:58.001000+00:00
173919,W_Completeren aanvraag,11001.0,2011-10-03 17:51:20.228000+00:00,2011-10-03 17:52:30.676000+00:00
173691,W_Nabellen offertes,NOT SET,2011-10-03 17:54:43.257000+00:00,2011-10-03 17:56:21.195000+00:00
173691,W_Nabellen offertes,NOT SET,2011-10-03 17:56:34.792000+00:00,2011-10-03 17:57:16.563000+00:00
174141,W_Completeren aanvraag,NOT SET,2011-10-03 18:02:22.158000+00:00,2011-10-03 18:04:42.558000+00:00
174141,W_Completeren aanvraag,NOT SET,2011-10-03 18:04:52.255000+00:00,2011-10-03 18:06:39.342000+00:00
174138,W_Completeren aanvraag,11119.0,2011-10-03 19:04:42.452000+00:00,2011-10-03 19:08:10.094000+00:00
174168,W_Afhandelen leads,11119.0,2011-10-03 19:23:03.663000+00:00,2011-10-03 19:24:08.608000+00:00
173940,W_Completeren aanvraag,11119.0,2011-10-03 19:29:24.475000+00:00,2011-10-03 19:31:26.574000+00:00
173940,W_Completeren aanvraag,11119.0,2011-10-03 19:44:32.664000+00:00,2011-10-03 19:51:15.546000+00:00
174144,W_Completeren aanvraag,11119.0,2011-10-03 20:01:01.961000+00:00,2011-10-03 20:03:32.859000+00:00
174153,W_Completeren aanvraag,11119.0,2011-10-03 20:05:32.492000+00:00,2011-10-03 20:07:08.806000+00:00
174168,W_Completeren aanvraag,11119.0,2011-10-03 20:16:52.368000+00:00,2011-10-03 20:29:22.415000+00:00
174168,W_Nabellen offertes,11119.0,2011-10-03 20:32:20.074000+00:00,2011-10-03 20:40:26.871000+00:00
174198,W_Afhandelen leads,10982.0,2011-10-03 20:42:21.273000+00:00,2011-10-03 20:43:47.234000+00:00
174201,W_Afhandelen leads,10982.0,2011-10-03 20:43:50.134000+00:00,2011-10-03 20:44:26.324000+00:00
174201,W_Afhandelen leads,10982.0,2011-10-03 20:44:29.998000+00:00,2011-10-03 20:53:59.740000+00:00
174207,W_Afhandelen leads,11119.0,2011-10-03 20:56:24.781000+00:00,2011-10-03 20:57:36.652000+00:00
174201,W_Afhandelen leads,11119.0,2011-10-03 20:57:40.089000+00:00,2011-10-03 20:59:02.481000+00:00
174219,W_Afhandelen leads,10863.0,2011-10-03 21:00:02.997000+00:00,2011-10-03 21:02:11.500000+00:00
174216,W_Completeren aanvraag,NOT SET,2011-10-03 21:00:26.550000+00:00,2011-10-03 21:02:07.954000+00:00
174219,W_Afhandelen leads,10863.0,2011-10-03 21:02:13.971000+00:00,2011-10-03 21:02:30.705000+00:00
174219,W_Completeren aanvraag,10863.0,2011-10-03 21:02:47.366000+00:00,2011-10-03 21:14:08.176000+00:00
174216,W_Completeren aanvraag,NOT SET,2011-10-03 21:06:02.341000+00:00,2011-10-03 21:09:41.273000+00:00
174213,W_Afhandelen leads,11119.0,2011-10-03 21:15:42.451000+00:00,2011-10-03 21:17:57.874000+00:00
174216,W_Completeren aanvraag,NOT SET,2011-10-03 21:17:52.083000+00:00,2011-10-03 21:21:08.211000+00:00
174180,W_Completeren aanvraag,11119.0,2011-10-03 21:19:19.911000+00:00,2011-10-03 21:27:27.686000+00:00
174180,W_Nabellen offertes,11119.0,2011-10-03 21:27:38.155000+00:00,2011-10-03 21:31:58.084000+00:00
174180,W_Nabellen offertes,11119.0,2011-10-03 21:35:27.699000+00:00,2011-10-03 21:37:21.867000+00:00
174198,W_Completeren aanvraag,11119.0,2011-10-03 21:53:26.569000+00:00,2011-10-03 21:55:48.616000+00:00
174084,W_Nabellen incomplete dossiers,11049.0,2011-10-04 09:20:42.259000+00:00,2011-10-04 09:22:10.239000+00:00
174261,W_Afhandelen leads,NOT SET,2011-10-04 10:02:39.088000+00:00,2011-10-04 10:03:58.400000+00:00
174303,W_Afhandelen leads,NOT SET,2011-10-04 10:05:03.196000+00:00,2011-10-04 10:07:17.114000+00:00
174297,W_Afhandelen leads,NOT SET,2011-10-04 10:05:04.805000+00:00,2011-10-04 10:06:36.740000+00:00
174291,W_Afhandelen leads,NOT SET,2011-10-04 10:07:48.742000+00:00,2011-10-04 10:09:32.948000+00:00
174144,W_Completeren aanvraag,NOT SET,2011-10-04 10:23:37.741000+00:00,2011-10-04 10:24:44.552000+00:00
174249,W_Completeren aanvraag,NOT SET,2011-10-04 10:29:20.834000+00:00,2011-10-04 10:30:47.303000+00:00
174084,W_Nabellen incomplete dossiers,10809.0,2011-10-04 10:30:54.526000+00:00,2011-10-04 10:47:36.889000+00:00
173766,W_Completeren aanvraag,NOT SET,2011-10-04 10:32:04.590000+00:00,2011-10-04 10:34:40.289000+00:00
174334,W_Completeren aanvraag,NOT SET,2011-10-04 10:32:25.461000+00:00,2011-10-04 10:34:29.376000+00:00
174334,W_Completeren aanvraag,NOT SET,2011-10-04 10:37:45.305000+00:00,2011-10-04 10:40:08.750000+00:00
174334,W_Nabellen offertes,NOT SET,2011-10-04 10:40:20.499000+00:00,2011-10-04 10:41:08.928000+00:00
173997,W_Completeren aanvraag,NOT SET,2011-10-04 10:44:28.852000+00:00,2011-10-04 10:51:16.134000+00:00
174138,W_Completeren aanvraag,NOT SET,2011-10-04 10:50:07.677000+00:00,2011-10-04 10:55:51.531000+00:00
174084,W_Nabellen incomplete dossiers,10809.0,2011-10-04 10:52:54.195000+00:00,2011-10-04 11:09:50.010000+00:00
174138,W_Completeren aanvraag,NOT SET,2011-10-04 10:56:00.763000+00:00,2011-10-04 10:58:05.176000+00:00
174153,W_Completeren aanvraag,10982.0,2011-10-04 10:56:19.963000+00:00,2011-10-04 10:57:23.509000+00:00
174153,W_Completeren aanvraag,10982.0,2011-10-04 10:57:32.066000+00:00,2011-10-04 10:58:42.107000+00:00
